box,slot,mouse_num,organ,stain,patho assigned?,definitive,NED <150 d,TNP,notes,Category 1,Category 2,aod,has_scan,scan box,sb slot,cassette position,confirm can/should scan,not scanned reason,renamed,resultant geno,exclude,coh,gnotes.2,tumor1 ,t1 size (mm2),Annotated mrxs?,grouping 2,tumor2,t2 size (mm2),grouping,Sheri Notes,gnotes.1,1st note date (G),2nd note,note,box_label,blue,cyan,yellow,orange,green,black,pink,send for RNA?,hypercellular,necrosis,Pseudopalisading quality,PPN,glomeruloid mvp,whorls,high N/C,marked pleomorphism,pleomorphic/myxoid,Super high MF,Elevated MF,abnormal mitoses,rosenthall-ish fibers,strong rosettes,weak rosettes,entrapped neurons,diffuse HC,foamy cytoplams,giant cells,fibrillary appearance,B-type,lipo accumulation,hylenized,pomegranate/structural,adenoid,lymphocyte infiltration,ned,Grade (H/L),location
NFG01,077,28204,B,PERK,,0,,,,,,81,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Misc Slides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,029,28204,B,PTEN,,0,,,,,,81,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,NF1 Gliomas Brain Tumors (Glioma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG13,056,28204,LI,HE,,0,,,,,,81,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,NF1 Glioma L/Li Slides 5/9/22 RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG13,052,28204,LU,HE,,0,,,,large lung lesions. ,,81,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,NF1 Glioma L/Li Slides 5/9/22 RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,034,28205,B,HE,,0,1,,,NED or possible IA?,,81,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Multiple B-type areas. Entrapped neurons. ,,dif,,,,,42,,Probable grade 2 ?,9/26,,,NF1 Gliomas Brain Tumors (Glioma),,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,036,28205,B,KI67,,0,,,,,,81,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,Probable grade 2,9/26,,,NF1 Gliomas Brain Tumors (Glioma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,035,28205,B,PERK,,0,,,,,,81,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,NF1 Gliomas Brain Tumors (Glioma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,037,28205,B,PTEN,,0,,,,,,81,2S,SB07,33,10,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,NF1 Gliomas Brain Tumors (Glioma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG13,047,28205,LI,HE,,0,,,,,,81,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,NF1 Glioma L/Li Slides 5/9/22 RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG13,048,28205,LU,HE,,0,,,,Possible Tumor,,81,2S,SB08,4,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,NF1 Glioma L/Li Slides 5/9/22 RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,089,28207,B,HE,,0,,,,NED?,,62,2S,SB08,2,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,B-type areas. Diffusely hypercellular. Entrapped neurons. ,,,,,,,8,,Probable grade 2. ?,9/26,,,Nf1 glioma brains from mice with other tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG06,082,28207,B,KI67,,0,,,,,,62,2S,SB07,46,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,nf1 ntva attempt at s100 and ki67 (did not work),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,088,28207,B,PERK,,0,,,,,,62,2S,SB07,41,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Nf1 glioma brains from mice with other tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG13,054,28207,L,HE,,0,,,,,,62,2S,SB08,3,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,NF1 Glioma L/Li Slides 5/9/22 RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG13,050,28207,LI,HE,,0,,,,,,62,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,NF1 Glioma L/Li Slides 5/9/22 RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,046,28207,T1,GFAP,,0,,,,,,62,2S,SB07,39,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,NF1 Glioma Extracranial Tumors #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,100,28207,T1,HE,,0,,,,"high grade, hard to tell if external. ",,62,2S,SB08,8,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,"Possible grade 3-4, maybe gliosarcoma/blastoma. Marked NP, high-elevated MF. ",9/26,,,Nf1 glioma extracranial tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,002,28207,T1,KI67,,0,,,,,,62,2S,SB07,47,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Nf1 glioma extracranial tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,004,28207,T1,OLIG2,,0,,,,,,62,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Nf1 glioma extracranial tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,001,28207,T1,PERK,,0,,,,,,62,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Nf1 glioma extracranial tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,003,28207,T1,PTEN,,0,,,,,,62,2S,SB07,36,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Nf1 glioma extracranial tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,005,28207,T1,S100B,,0,,,,,,62,2S,SB07,32,9,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,005,28207,T1,SYNAP,,0,,,,,,62,2S,SB07,24,1,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Nf1 glioma extracranial tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,009,28208,B,HE,1,0,,,,3.4.G,,69,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Large hypercellular, high-grade appearance. Infiltrating into brain areas. Use for sample NEcrosis, PPN. Some areas with tightly formed NR., highly hypercellular in appearance. Appearance looks more typical of high-grade glioma with ""gradient"" apperance in brain areas. ",2.04,12,diverse tumor areas with high grade appearance plus aan. ,,,,22,high grade with PPN and AA. *,Marked HC. Grade 4. PPN. ,9/26,,,Nf1 glioma extracranial tumors,5,,,2,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG06,079,28208,B,KI67,,0,,,,,,69,Y,SB06,1,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,nf1 ntva attempt at s100 and ki67 (did not work),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,085,28208,B,PERK,,0,,,,,,69,Y,SB06,2,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Nf1 glioma brains from mice with other tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG13,051,28208,L,HE,,0,,,,,,69,Y,SB06,3,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,NF1 Glioma L/Li Slides 5/9/22 RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG13,055,28208,LI,HE,,0,,,,,,69,Y,SB06,4,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,NF1 Glioma L/Li Slides 5/9/22 RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,072,28208,T1,GFAP,,0,,,,,,69,Y,SB06,5,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Misc Slides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,095,28208,T1,HE,,0,,,,patho did not check separate tumors. ,,69,Y,SB06,6,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Nf1 glioma extracranial tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,012,28208,T1,KI67,,0,,,,,,69,Y,SB06,29,1,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,NF1 Glioma Intracranial Tumors/Possible OPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,099,28208,T1,OLIG2,,0,,,,,,69,Y,SB06,10,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Nf1 glioma extracranial tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,096,28208,T1,PERK,,0,,,,,,69,Y,SB06,11,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Nf1 glioma extracranial tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,098,28208,T1,PTEN,,0,,,,,,69,Y,SB06,12,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Nf1 glioma extracranial tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,001,28208,T1,S100B,,0,,,,,,69,Y,SB06,13,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,070,28208,T1,SYNAP,,0,,,,,,69,Y,SB06,14,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Misc Slides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,077,28208,T2,HE,,0,,,,,,69,Y,SB06,7,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,NF1 Glioma Other Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,079,28208,T2,KI67,,0,,,,,,69,Y,SB06,15,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,NF1 Glioma Other Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,078,28208,T2,PERK,,0,,,,,,69,Y,SB06,16,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,NF1 Glioma Other Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,067,28208,T3,HE,,0,,,,,,69,Y,SB06,8,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,NF1 Glioma Other Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,069,28208,T3,KI67,,0,,,,,,69,Y,SB06,17,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,NF1 Glioma Other Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,068,28208,T3,PERK,,0,,,,,,69,Y,SB06,18,1,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,NF1 Glioma Other Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,070,28208,T3,PTEN,,0,,,,,,69,Y,SB06,19,2,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,NF1 Glioma Other Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,028,29385,B,HE,,1,,,,3.2.IA,,159,Y,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,p,dif,,,,,,,,Not graded,9/27,,,Nf1 glioma H&E 29406,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,051,29386,B,HE,,1,,,,3.2.IA,,159,,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,p,,,,,,,,,see ki67,9/27,,,Nf1 glioma H&E 28708-29388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,029,29386,B,KI67,,1,,,,,,159,,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,p,,,,,,,,,Grade 2?,9/27,,te 8/4/22,Nf1 glioma H&E 29406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,043,29387,B,HE,,1,,,,3.2,,54,Y,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,Brain shredded and in small fragments. Edema. Large B-type areas. ,dif,,,,,,,,Grade 2,9/27,,,NF1 Glioma N-TVA::cdkn2a f/f ; H11 lsl cas9 and N-TVA::H11 lsl cas9 slides,,,1,,1,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,045,29387,B,KI67,,1,,,,,,54,Y,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,p,,,,,,,,,Grade 2 elevated index,9/27,,,NF1 Glioma N-TVA::cdkn2a f/f ; H11 lsl cas9 and N-TVA::H11 lsl cas9 slides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,082,29387,B,OLIG2,,1,,,,,,54,2S,SB07,40,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,,,,,,,,,,NA,9/27,,,NF1 Glioma Other Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,044,29387,B,PERK,,1,,,,,,54,Y,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,p,,,,,,,,,NA,9/27,,,NF1 Glioma N-TVA::cdkn2a f/f ; H11 lsl cas9 and N-TVA::H11 lsl cas9 slides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,046,29387,B,SYNAP,,1,,,,,,54,2S,SB07,25,2,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,,,,,,,,,,NA,9/27,,,NF1 Glioma N-TVA::cdkn2a f/f ; H11 lsl cas9 and N-TVA::H11 lsl cas9 slides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,030,29388,B,HE,,,,,,,,149,Y,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,4,xc,similar to ref plus 1 area of foamy appearance. ,dif,,na,,,,,,"foamy, gade 1-2",9/27,,,Nf1 glioma H&E 29406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,031,29388,B,KI67,,,,,,,,149,,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,4,xc,elevated index in suspected tumor B-type areas. ,,,,,,,,,Grade 2 elevated index,9/27,,te 8/4/22,Nf1 glioma H&E 29406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,001,29389,B,HE,,,,,,,,120,,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,2,xc,,,,,,,,,,Small areas of grade 1-2,9/27,,,Nf1 glioma H&E 29289-29405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG05,078,29389,B,KI67,,,,,,,,120,,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,2,xc,,,,,,,,,,NA,9/27,,,nf1 ihc te ki67 7/26/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,099,29389,B,PERK,,,,,,,,120,,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,2,xc,,,,,,,,,,NA,9/27,,,Nf1 ihc perk TE 7/27/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,003,29390,B,HE,,,,,,,,120,,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,2,xc,,,,,,,,,,"Likely grade 2, small areas",9/27,,,Nf1 glioma H&E 29289-29405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG05,080,29390,B,KI67,,,,,,,,120,,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,2,xc,,,,,,,,,,no positive staining,9/27,,,nf1 ihc te ki67 7/26/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,095,29390,B,PERK,,,,,,,,120,,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,2,xc,,,,,,,,,,NA,9/27,,,Nf1 ihc perk TE 7/27/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,018,29406,B,HE,,,,,,,,159,,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,2,xc,,,,,,,,,,"Probable PA area, area of grade 2",9/28,,,Nf1 glioma H&E 29406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG05,098,29406,B,KI67,,,,,,,,159,,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,2,xc,,,,,,,,,,Elevated index in interstitial space,9/28,,,nf1 glioma ki67 8/4/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,042,29409,B,GFAP,,1,,,,,,53,Y,SB06,38,10,1,,Y,nf1 KO; pten wt; ink KO; atrx wt,,3,,,,,,,,,,NA,9/28,,,NF1 Glioma N-TVA::cdkn2a f/f ; H11 lsl cas9 and N-TVA::H11 lsl cas9 slides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,038,29409,B,HE,,1,,,,3.2,,53,Y,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,,3.02,20,"could be an interesting diffuse-looking, with some linear arrangements",,,,,NED,"Probable PA area, area of grade 2",9/28,,,NF1 Glioma N-TVA::cdkn2a f/f ; H11 lsl cas9 and N-TVA::H11 lsl cas9 slides,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,040,29409,B,KI67,,1,,,,,,53,Y,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,p,,,,,,,,,Elevated index in interstitial space,9/28,,,NF1 Glioma N-TVA::cdkn2a f/f ; H11 lsl cas9 and N-TVA::H11 lsl cas9 slides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,039,29409,B,PERK,,1,,,,,,53,Y,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,p,,,,,,,,,NA,9/28,,,NF1 Glioma N-TVA::cdkn2a f/f ; H11 lsl cas9 and N-TVA::H11 lsl cas9 slides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,041,29409,B,PTEN,,1,,,,,,53,Y,SB06,37,9,1,,Y,nf1 KO; pten wt; ink KO; atrx wt,,3,p,,,,,,,,,NA,9/28,,,NF1 Glioma N-TVA::cdkn2a f/f ; H11 lsl cas9 and N-TVA::H11 lsl cas9 slides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG13,061,29409,L,HE,,1,,,,,,53,Y,SB06,48,8,1,,Y,nf1 KO; pten wt; ink KO; atrx wt,,3,,,,,,,,,,NA,9/28,,,NF1 Glioma L/Li Slides 5/9/22 RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG13,059,29409,LI,HE,,1,,,,,,53,Y,SB06,47,7,1,,Y,nf1 KO; pten wt; ink KO; atrx wt,,3,,,,,,,,,,NA,9/28,,,NF1 Glioma L/Li Slides 5/9/22 RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,004,29818,B,HE,,1,,,,3.2,,151,Y,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,p,ts,,,,,,,,Probable grade 2. ,9/28,,,NF1 Glioma,,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,006,29819,B,HE,,1,,,,NED,,151,Y,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,p,dif,,,,,,,,Probable grade 2. ,9/28,,,NF1 Glioma,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,008,29820,B,HE,,1,,,,NED,,151,,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,p,,,,,,,,,Grade 2,9/28,,,NF1 Glioma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,010,29821,B,HE,,0,,,,3.2?,,151,Y,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,p,dif,,,,,,,,"Grade 1-2, likely 2. ",9/28,,,NF1 Glioma,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,012,29822,B,HE,,0,,,,3.1?,,151,,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,"B-type areas. Used as reference sample, and samples above, as no obvious differences so far seen in cohorts. ",,,,,,,,NED,grade 2,9/28,,,NF1 Glioma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,016,30212,B,HE,,1,,,,NED,,150,,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,no obvious differences from 29822,,,,,,,,,grade 2,9/28,,,NF1 Glioma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,018,30213,B,HE,,1,,,,NED,,150,,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,"2 images of differences, otherwise same as 29822. ",,,,,,,,,grade 2,9/28,,,NF1 Glioma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,020,30214,B,HE,,0,,,,see tumor. 1.2.NOS?,,150,Y,SB06,9,,,,Y,nf1 KO; pten wt; ink KO; atrx wt,,3,"similar to ref, with addition of 2 AOIs. 1 area likely lymphocyte accumulatino. 1 area with cells that look more like tumor. Both areas small. Tumor outside brain on separate slide. ",,,,,,,,very small area of hyperproliferation,grade 2,9/28,,,NF1 Glioma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,022,30214,T1,HE,,0,,,,1.2.COS,,150,Y,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,"p. gnote 1 accurate, but double check prescence of MF vs. swirly-appearing cells. ",3.01,8,need to check B-HE slide for tumor location. ,,,,,,"Fibrillary appearance, whorls. Anapleudy, elevated MF. Some NP. ",9/28,,*,NF1 Glioma,1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,023,30215,B,HE,,1,,,,NED,,150,Y,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,similar to ref. plus 1 possible aoi. ,ts,,,,,,,,grade 2,9/28,,,NF1 Glioma,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,025,30216,B,HE,,1,,,,3.2,,150,Y,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,similar to ref with 2 additional aois. ,ts,,,,,,,,grade 2,9/28,,,NF1 Glioma,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,027,30217,B,HE,,0,,,,3.1/2?,,150,,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,simialr to ref. ,,,,,,,,,grade 2,9/28,,,NF1 Glioma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,029,30218,B,HE,,0,,,,3.1/2?,,150,,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,ref + several aois.,,,,,,,,NED,grade 2,9/28,,,NF1 Glioma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,058,30232,B,HE,,1,,,,3.1,,149,Y,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,p. ref plus 2 small aoi. ,ts,,,,,,,,grade 2,9/28,,,NF1 glioma,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,060,30233,B,HE,,1,,,,NED,,149,Y,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,"possible area of necrosis? Otherwise, B-type area very small; dissimilar to ref . ",dif,,,,,,,,Maybe grade 2?,9/28,,,NF1 glioma,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,062,30234,B,HE,,1,,,,3.1,,149,Y,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,"ref, plus additional aois. 1 area of necrosis. Additional tumor area spread in thin layer along outer edge of brain areas. ",dif,,diffuse/ned,,,,,,grade 2,9/28,,,NF1 glioma,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,066,30236,B,HE,,1,,,,3.1,,149,Y,,,,,,,nf1 KO; pten wt; ink KO; atrx wt,,3,"Several lesions throughout brain in addition to B-type areas. Lesions forming at interface of brain areas. Whorls, high N/C ratio. ",dif,,,,,,,,grade 2,9/28,,,NF1 glioma,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,020,28708,B,HE,,1,,,,3.1,,186,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,"probable areas of necrosis. Large areas of missing parenchyma. B-type areas. 1 large area of purple-color, with probable necrosis around.  ",,,,,,,,,"Probable PA, or NED?",9/26,,,Nf1 glioma H&E 29406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,021,28708,B,KI67,,1,,,,,,186,,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,p,,,,,,,,,No elevated index. ,9/26,,te 7/21/22,Nf1 glioma H&E 29406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,022,28708,B,PERK,,1,,,,,,186,Y,,,,,,,nf1 KO; pten wt; ink wt; atrx wt,,4,p,,,,,,,,,NA,9/27,,te 7/27/22,Nf1 glioma H&E 29406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
